LU_ID;Land-Use;Sub Crop;Years Applicable;Frequency;Time - Cost Type ;Action - Cost Type;Cost Name; Source 1 Value ; Dependent Variable ; Source 1 Context and/ or Calculations ;Source 1 Citation;Description
12;Switchgrass;;5;Annual after yr1;Operational;Inputs;Fertilizer - K;$20.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;302
12;Switchgrass;;6;Annual after yr1;Operational;Inputs;Fertilizer - K;$20.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;303
12;Switchgrass;;7;Annual after yr1;Operational;Inputs;Fertilizer - K;$20.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;304
12;Switchgrass;;8;Annual after yr1;Operational;Inputs;Fertilizer - K;$20.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;305
12;Switchgrass;;9;Annual after yr1;Operational;Inputs;Fertilizer - K;$20.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;306
12;Switchgrass;;10;Annual after yr1;Operational;Inputs;Fertilizer - K;$20.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;307
12;Switchgrass;;11;Annual after yr1;Operational;Inputs;Fertilizer - K;$20.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;308
12;Switchgrass;;2;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;309
12;Switchgrass;;3;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;310
12;Switchgrass;;4;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;311
12;Switchgrass;;5;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;312
12;Switchgrass;;6;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;313
12;Switchgrass;;7;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;314
12;Switchgrass;;8;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;315
12;Switchgrass;;9;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;316
12;Switchgrass;;10;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;317
12;Switchgrass;;11;Annual after yr1;Operational;Inputs;Herbicides;$7.74 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;318
12;Switchgrass;;2;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;319
12;Switchgrass;;3;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;320
12;Switchgrass;;4;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;321
12;Switchgrass;;5;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;322
12;Switchgrass;;6;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;323
12;Switchgrass;;7;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;324
12;Switchgrass;;8;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;325
12;Switchgrass;;9;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;326
12;Switchgrass;;10;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;327
12;Switchgrass;;11;Annual after yr1;Preharvest;Custom Labor;Liquid N application;$4.80 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;328
12;Switchgrass;;2;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;329
12;Switchgrass;;3;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;330
12;Switchgrass;;4;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;331
12;Switchgrass;;5;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;332
12;Switchgrass;;6;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;333
12;Switchgrass;;7;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;334
12;Switchgrass;;8;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;335
12;Switchgrass;;9;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;336
12;Switchgrass;;10;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;337
12;Switchgrass;;11;Annual after yr1;Preharvest;Custom Labor;Bulk fertilizer spreader;$3.20 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;338
12;Switchgrass;;2;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;339
12;Switchgrass;;3;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;340
12;Switchgrass;;4;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;341
12;Switchgrass;;5;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;342
12;Switchgrass;;6;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;343
12;Switchgrass;;7;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;344
12;Switchgrass;;8;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;345
12;Switchgrass;;9;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;346
12;Switchgrass;;10;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;347
12;Switchgrass;;11;Annual after yr1;Preharvest;Custom Labor;Sprayer;$5.15 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;348
12;Switchgrass;;2;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;349
12;Switchgrass;;3;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;350
12;Switchgrass;;4;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;351
12;Switchgrass;;5;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;352
12;Switchgrass;;6;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;353
12;Switchgrass;;7;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;354
12;Switchgrass;;8;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;355
12;Switchgrass;;9;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;356
12;Switchgrass;;10;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;357
12;Switchgrass;;11;Annual after yr1;Harvest;Custom Labor;Mow/conditioning;$10.75 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;358
12;Switchgrass;;2;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;359
12;Switchgrass;;3;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;360
12;Switchgrass;;4;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;361
12;Switchgrass;;5;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;362
12;Switchgrass;;6;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;363
12;Switchgrass;;7;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;364
12;Switchgrass;;8;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;365
12;Switchgrass;;9;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;366
12;Switchgrass;;10;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;367
12;Switchgrass;;11;Annual after yr1;Harvest;Custom Labor;Rake;$5.30 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;368
12;Switchgrass;;2;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;369
12;Switchgrass;;3;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;370
12;Switchgrass;;4;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;371
12;Switchgrass;;5;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;372
12;Switchgrass;;6;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;373
12;Switchgrass;;7;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;374
12;Switchgrass;;8;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;375
12;Switchgrass;;9;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;376
12;Switchgrass;;10;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;377
12;Switchgrass;;11;Annual after yr1;Harvest;Custom Labor;Baling: large square ($10.70 bale);$90.11 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;378
12;Switchgrass;;2;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;379
12;Switchgrass;;3;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;380
12;Switchgrass;;4;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;381
12;Switchgrass;;5;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;382
12;Switchgrass;;6;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;383
12;Switchgrass;;7;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;384
12;Switchgrass;;8;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;385
12;Switchgrass;;9;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;386
12;Switchgrass;;10;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;387
12;Switchgrass;;11;Annual after yr1;Harvest;Custom Labor;Staging;$23.16 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;388
12;Switchgrass;;2;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;389
12;Switchgrass;;3;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;390
12;Switchgrass;;4;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;391
12;Switchgrass;;5;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;392
12;Switchgrass;;6;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;393
12;Switchgrass;;7;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;394
12;Switchgrass;;8;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;395
12;Switchgrass;;9;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;396
12;Switchgrass;;10;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;397
12;Switchgrass;;11;Annual after yr1;Other;Custom Labor;Storage;$16.67 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors.;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;398
12;Switchgrass;;2;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;399
12;Switchgrass;;3;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;400
12;Switchgrass;;4;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;401
12;Switchgrass;;5;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;402
12;Switchgrass;;6;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;403
12;Switchgrass;;7;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;404
12;Switchgrass;;8;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;405
12;Switchgrass;;9;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;406
12;Switchgrass;;10;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;407
12;Switchgrass;;11;Annual after yr1;Transport;Custom Labor;Field to Storage;$121.98 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $86.33 Loader costs (labor, tractor, and fuel) - $35.65;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;408
12;Switchgrass;;2;Annual after yr1;Transport;Custom Labor;Storage to Plant;$173.06 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $151.67 Loader cost - 21.39;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;409
12;Switchgrass;;3;Annual after yr1;Transport;Custom Labor;Storage to Plant;$173.06 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $151.67 Loader cost - 21.39;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;410
12;Switchgrass;;4;Annual after yr1;Transport;Custom Labor;Storage to Plant;$173.06 ;;Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Truck costs - $151.67 Loader cost - 21.39;http://www.extension.iastate.edu/agdm/crops/html/a1-22.html;411
